index,tourney_name,tourney_date,round,minutes,score,winner_name,loser_name,NBI,comeback,avg_set_margin,tiebreak_count,lead_changes,bp_saved_ratio,bp_total
148716,Australian Open,20080114,F,185.0,4-6 6-4 6-3 7-6(2),Novak Djokovic,Jo-Wilfried Tsonga,0.5397058823529411,0,2.0,1,1,0.6470588235294118,17.0
184962,Wimbledon,20210628,F,204.0,6-7(4) 6-4 6-4 6-3,Novak Djokovic,Matteo Berrettini,0.5386363636363636,0,2.0,1,1,0.6363636363636364,22.0
160349,Wimbledon,20120625,F,204.0,4-6 7-5 6-3 6-4,Roger Federer,Andy Murray,0.5295321637426901,0,2.25,1,1,0.6842105263157895,19.0
175606,US Open,20170828,SF,175.0,4-6 7-5 6-3 6-4,Kevin Anderson,Pablo Carreno Busta,0.5277777777777778,0,2.25,1,1,0.6666666666666666,18.0
172720,US Open,20160829,SF,187.0,4-6 7-5 6-4 6-2,Stan Wawrinka,Kei Nishikori,0.5107142857142858,0,2.5,1,1,0.6071428571428571,28.0
184833,Roland Garros,20210531,SF,251.0,3-6 6-3 7-6(4) 6-2,Novak Djokovic,Rafael Nadal,0.504066985645933,0,2.75,1,1,0.631578947368421,38.0
141991,Roland Garros,20060529,F,182.0,1-6 6-1 6-4 7-6(4),Rafael Nadal,Roger Federer,0.49510489510489514,0,3.25,1,1,0.6818181818181818,22.0
165979,Roland Garros,20140526,F,211.0,3-6 7-5 6-2 6-4,Rafael Nadal,Novak Djokovic,0.49354066985645934,0,2.75,1,1,0.5263157894736842,19.0
157221,Wimbledon,20110620,SF,179.0,5-7 6-2 6-2 6-4,Rafael Nadal,Andy Murray,0.48333333333333334,0,3.0,1,1,0.5,12.0
145156,Roland Garros,20070528,F,190.0,6-3 4-6 6-3 6-4,Rafael Nadal,Roger Federer,0.4814814814814815,0,2.5,0,2,0.8148148148148148,27.0
135375,Roland Garros,20040524,SF,167.0,3-6 6-4 6-0 7-5,Guillermo Coria,Tim Henman,0.46858974358974365,0,3.25,1,1,0.4166666666666667,24.0
128951,Roland Garros,20020527,SF,190.0,6-3 6-4 3-6 6-3,Albert Costa,Alex Corretja,0.4638820638820639,0,2.75,0,2,0.7297297297297297,37.0
160347,Wimbledon,20120625,SF,139.0,6-3 3-6 6-4 6-3,Roger Federer,Novak Djokovic,0.4623376623376623,0,2.75,0,2,0.7142857142857143,14.0
132456,US Open,20030825,SF,154.0,6-4 6-3 3-6 6-4,Juan Carlos Ferrero,Andre Agassi,0.46153846153846156,0,2.5,0,2,0.6153846153846154,26.0
171743,Roland Garros,20160523,SF,155.0,6-4 6-2 4-6 6-2,Andy Murray,Stan Wawrinka,0.4533333333333333,0,3.0,0,2,0.7,20.0
157930,US Open,20110829,SF,204.0,6-4 6-2 3-6 6-2,Rafael Nadal,Andy Murray,0.44835164835164837,0,3.25,0,2,0.7142857142857143,28.0
164688,Australian Open,20140113,F,141.0,6-3 6-2 3-6 6-3,Stan Wawrinka,Rafael Nadal,0.44358974358974357,0,3.25,0,2,0.6666666666666666,21.0
165978,Roland Garros,20140526,SF,154.0,6-3 6-3 3-6 6-3,Novak Djokovic,Ernests Gulbis,0.442156862745098,0,3.0,0,2,0.5882352941176471,17.0
138694,Roland Garros,20050523,SF,167.0,6-3 4-6 6-4 6-3,Rafael Nadal,Roger Federer,0.44000000000000006,0,2.5,0,2,0.4,25.0
172719,US Open,20160829,SF,152.0,6-3 6-2 3-6 6-2,Novak Djokovic,Gael Monfils,0.4327188940092166,0,3.5,0,2,0.6129032258064516,31.0
180642,Wimbledon,20190701,SF,169.0,6-2 4-6 6-3 6-2,Novak Djokovic,Roberto Bautista Agut,0.4307692307692308,0,3.25,0,2,0.5384615384615384,13.0
163909,US Open,20130826,F,201.0,6-2 3-6 6-4 6-1,Rafael Nadal,Novak Djokovic,0.4305194805194805,0,3.5,0,2,0.5909090909090909,22.0
186303,Australian Open,20220117,SF,175.0,6-3 6-2 3-6 6-3,Rafael Nadal,Matteo Berrettini,0.4269230769230769,0,3.25,0,2,0.5,10.0
128953,Roland Garros,20020527,F,150.0,6-1 6-0 4-6 6-3,Albert Costa,Juan Carlos Ferrero,0.42379032258064514,0,4.0,0,2,0.6129032258064516,31.0
170530,Australian Open,20160118,SF,139.0,6-1 6-2 3-6 6-3,Novak Djokovic,Roger Federer,0.42051282051282046,0,3.75,0,2,0.5384615384615384,13.0
125723,Roland Garros,20010528,SF,159.0,7-6(2) 6-4 6-4,Alex Corretja,Sebastien Grosjean,0.418,0,1.6666666666666667,1,0,0.68,25.0
169097,Wimbledon,20150629,SF,,7-6(2) 6-4 6-4,Novak Djokovic,Richard Gasquet,0.41666666666666663,0,1.6666666666666667,1,0,0.6666666666666666,12.0
145630,Australian Open,20070115,F,140.0,7-6(2) 6-4 6-4,Roger Federer,Fernando Gonzalez,0.41363636363636364,0,1.6666666666666667,1,0,0.6363636363636364,11.0
190654,Wimbledon,20230703,SF,167.0,6-3 6-4 7-6(4),Novak Djokovic,Jannik Sinner,0.4116666666666667,0,2.0,1,0,0.8666666666666667,15.0
157223,Wimbledon,20110620,F,148.0,6-4 6-1 1-6 6-3,Novak Djokovic,Rafael Nadal,0.39999999999999997,0,3.75,0,2,0.3333333333333333,12.0
148398,Wimbledon,20080623,SF,103.0,6-3 7-6(3) 6-4,Roger Federer,Marat Safin,0.39642857142857146,0,2.0,1,0,0.7142857142857143,7.0
156946,Roland Garros,20110522,SF,197.0,6-4 7-5 6-4,Rafael Nadal,Andy Murray,0.3959677419354839,0,2.0,1,0,0.7096774193548387,31.0
152698,Australian Open,20100118,F,161.0,6-3 6-4 7-6(11),Roger Federer,Andy Murray,0.395,0,2.0,1,0,0.7,20.0
154221,Wimbledon,20100621,SF,142.0,6-4 7-6(6) 6-4,Rafael Nadal,Andy Murray,0.39285714285714285,0,1.6666666666666667,1,0,0.42857142857142855,7.0
182114,Australian Open,20200120,SF,138.0,7-6(1) 6-4 6-3,Novak Djokovic,Roger Federer,0.39166666666666666,0,2.0,1,0,0.6666666666666666,18.0
163311,Wimbledon,20130624,F,189.0,6-4 7-5 6-4,Andy Murray,Novak Djokovic,0.38833333333333336,0,2.0,1,0,0.6333333333333333,30.0
132171,Roland Garros,20030526,SF,164.0,6-3 7-6(5) 6-4,Juan Carlos Ferrero,Albert Costa,0.38382352941176473,0,2.0,1,0,0.5882352941176471,17.0
132458,US Open,20030825,F,101.0,6-3 7-6(2) 6-3,Andy Roddick,Juan Carlos Ferrero,0.3821428571428572,0,2.3333333333333335,1,0,0.75,8.0
181193,US Open,20190826,SF,158.0,7-6(5) 6-4 6-3,Daniil Medvedev,Grigor Dimitrov,0.3805555555555556,0,2.0,1,0,0.5555555555555556,18.0
138852,Wimbledon,20050620,SF,128.0,6-3 6-4 7-6(4),Roger Federer,Lleyton Hewitt,0.3805555555555556,0,2.0,1,0,0.5555555555555556,9.0
126008,US Open,20010827,SF,114.0,6-3 7-6(5) 6-3,Pete Sampras,Marat Safin,0.3785714285714286,0,2.3333333333333335,1,0,0.7142857142857143,7.0
132330,Wimbledon,20030623,SF,116.0,7-6(3) 6-3 6-3,Mark Philippoussis,Sebastien Grosjean,0.37714285714285717,0,2.3333333333333335,1,0,0.7,10.0
132329,Wimbledon,20030623,SF,103.0,7-6(6) 6-3 6-3,Roger Federer,Andy Roddick,0.37714285714285717,0,2.3333333333333335,1,0,0.7,10.0
164686,Australian Open,20140113,SF,144.0,7-6(4) 6-3 6-3,Rafael Nadal,Roger Federer,0.37589285714285714,0,2.3333333333333335,1,0,0.6875,16.0
135850,Australian Open,20040119,F,135.0,7-6(3) 6-4 6-2,Roger Federer,Marat Safin,0.3738095238095238,0,2.3333333333333335,1,0,0.6666666666666666,21.0
148241,Roland Garros,20080525,SF,169.0,6-4 6-2 7-6(3),Rafael Nadal,Novak Djokovic,0.37214285714285716,0,2.3333333333333335,1,0,0.65,20.0
154220,Wimbledon,20100621,SF,138.0,6-3 7-6(9) 6-3,Tomas Berdych,Novak Djokovic,0.3707792207792208,0,2.3333333333333335,1,0,0.6363636363636364,11.0
181194,US Open,20190826,SF,155.0,7-6(6) 6-4 6-1,Rafael Nadal,Matteo Berrettini,0.36875,0,2.6666666666666665,1,0,0.75,16.0
154222,Wimbledon,20100621,F,133.0,6-3 7-5 6-4,Rafael Nadal,Tomas Berdych,0.36714285714285716,0,2.3333333333333335,1,0,0.6,10.0
182879,Roland Garros,20200928,SF,189.0,6-3 6-3 7-6(0),Rafael Nadal,Diego Schwartzman,0.3642857142857143,0,2.3333333333333335,1,0,0.5714285714285714,21.0
145312,Wimbledon,20070625,SF,104.0,7-5 6-3 6-4,Roger Federer,Richard Gasquet,0.3642857142857143,0,2.3333333333333335,1,0,0.5714285714285714,7.0
191206,Us Open,20230828,F,197.0,6-3 7-6(5) 6-3,Novak Djokovic,Daniil Medvedev,0.36269841269841274,0,2.3333333333333335,1,0,0.5555555555555556,9.0
141990,Roland Garros,20060529,SF,169.0,6-4 6-2 7-6(7),Rafael Nadal,Ivan Ljubicic,0.3616883116883117,0,2.3333333333333335,1,0,0.5454545454545454,11.0
138854,Wimbledon,20050620,F,101.0,6-2 7-6(2) 6-4,Roger Federer,Andy Roddick,0.3616883116883117,0,2.3333333333333335,1,0,0.5454545454545454,11.0
178509,US Open,20180827,F,196.0,6-3 7-6(4) 6-3,Novak Djokovic,Juan Martin del Potro,0.36098901098901104,0,2.3333333333333335,1,0,0.5384615384615384,13.0
191205,Us Open,20230828,SF,161.0,6-3 6-2 7-6(4),Novak Djokovic,Ben Shelton,0.35875,0,2.6666666666666665,1,0,0.65,20.0
178507,US Open,20180827,SF,121.0,7-6(3) 6-2 RET,Juan Martin del Potro,Rafael Nadal,0.3571428571428572,0,2.5,1,0,0.5714285714285714,14.0
163908,US Open,20130826,SF,141.0,6-4 7-6(1) 6-2,Rafael Nadal,Richard Gasquet,0.35714285714285715,0,2.3333333333333335,1,0,0.5,10.0
135660,US Open,20040830,SF,119.0,6-4 7-5 6-3,Lleyton Hewitt,Joachim Johansson,0.35714285714285715,0,2.3333333333333335,1,0,0.5,6.0
148399,Wimbledon,20080623,SF,122.0,6-1 7-6(3) 6-4,Rafael Nadal,Rainer Schuettler,0.3508928571428572,0,2.6666666666666665,1,0,0.5714285714285714,14.0
142148,Wimbledon,20060626,SF,147.0,6-1 7-5 6-3,Rafael Nadal,Marcos Baghdatis,0.35000000000000003,0,3.3333333333333335,1,0,0.75,20.0
135532,Wimbledon,20040621,SF,120.0,6-2 6-3 7-6(6),Roger Federer,Sebastien Grosjean,0.34759615384615383,0,2.6666666666666665,1,0,0.5384615384615384,13.0
177958,Wimbledon,20180702,F,139.0,6-2 6-2 7-6(3),Novak Djokovic,Kevin Anderson,0.346969696969697,0,3.0,1,0,0.6363636363636364,11.0
160080,Roland Garros,20120527,SF,125.0,6-4 7-5 6-3,Novak Djokovic,Roger Federer,0.346031746031746,0,2.3333333333333335,1,0,0.3888888888888889,18.0
185215,Australian Open,20210208,SF,129.0,6-4 6-2 7-5,Daniil Medvedev,Stefanos Tsitsipas,0.34375,0,2.6666666666666665,1,0,0.5,12.0
151368,Roland Garros,20090525,F,115.0,6-1 7-6(1) 6-4,Roger Federer,Robin Soderling,0.34375,0,2.6666666666666665,1,0,0.5,8.0
176382,Australian Open,20180115,SF,138.0,6-2 7-6(4) 6-2,Marin Cilic,Kyle Edmund,0.3433333333333333,0,3.0,1,0,0.6,10.0
145155,Roland Garros,20070528,SF,148.0,7-5 6-4 6-2,Rafael Nadal,Novak Djokovic,0.3404166666666667,0,2.6666666666666665,1,0,0.4666666666666667,15.0
163043,Roland Garros,20130527,SF,124.0,6-1 7-6(3) 6-2,David Ferrer,Jo-Wilfried Tsonga,0.3386363636363637,0,3.3333333333333335,1,0,0.6363636363636364,22.0
168809,Roland Garros,20150524,F,192.0,4-6 6-4 6-3 6-4,Stan Wawrinka,Novak Djokovic,0.3371111111111111,0,2.25,0,1,0.76,25.0
153950,Roland Garros,20100524,SF,129.0,6-2 6-3 7-6(6),Rafael Nadal,Jurgen Melzer,0.3301136363636364,0,2.6666666666666665,1,0,0.36363636363636365,11.0
182880,Roland Garros,20200928,F,161.0,6-0 6-2 7-5,Rafael Nadal,Novak Djokovic,0.32771739130434785,0,4.0,1,0,0.6521739130434783,23.0
189219,Australian Open,20230116,SF,140.0,7-5 6-1 6-2,Novak Djokovic,Tommy Paul,0.3231818181818182,0,3.6666666666666665,1,0,0.55,20.0
135374,Roland Garros,20040524,SF,146.0,6-3 7-6(5) 6-0,Gaston Gaudio,David Nalbandian,0.323,0,3.3333333333333335,1,0,0.48,25.0
126009,US Open,20010827,F,114.0,7-6(4) 6-1 6-1,Lleyton Hewitt,Pete Sampras,0.32151515151515153,0,3.6666666666666665,1,0,0.5333333333333333,15.0
185088,Us Open,20210830,SF,124.0,6-4 7-5 6-2,Daniil Medvedev,Felix Auger Aliassime,0.31875000000000003,0,2.6666666666666665,1,0,0.25,8.0
135661,US Open,20040830,F,109.0,6-0 7-6(3) 6-0,Roger Federer,Lleyton Hewitt,0.315587044534413,0,4.333333333333333,1,0,0.5789473684210527,19.0
148527,US Open,20080825,F,111.0,6-2 7-5 6-2,Roger Federer,Andy Murray,0.31500000000000006,0,3.3333333333333335,1,0,0.4,15.0
185216,Australian Open,20210208,F,113.0,7-5 6-2 6-2,Novak Djokovic,Daniil Medvedev,0.31500000000000006,0,3.3333333333333335,1,0,0.4,15.0
142274,US Open,20060828,SF,101.0,6-1 7-5 6-4,Roger Federer,Nikolay Davydenko,0.3106060606060606,0,3.0,1,0,0.2727272727272727,11.0
152697,Australian Open,20100118,SF,182.0,3-6 6-4 6-4 6-2,Andy Murray,Marin Cilic,0.3089090909090909,0,2.75,0,1,0.68,25.0
187389,Roland Garros,20220523,SF,,3-6 6-4 6-2 6-2,Casper Ruud,Marin Cilic,0.29775641025641025,0,3.25,0,1,0.7083333333333334,24.0
139170,Australian Open,20050117,F,165.0,1-6 6-3 6-4 6-4,Marat Safin,Lleyton Hewitt,0.29649122807017547,0,3.0,0,1,0.631578947368421,19.0
141989,Roland Garros,20060529,SF,98.0,3-6 6-4 5-2 RET,Roger Federer,David Nalbandian,0.2899038461538461,0,2.6666666666666665,0,1,0.46153846153846156,13.0
187685,Wimbledon,20220627,SF,155.0,2-6 6-3 6-2 6-4,Novak Djokovic,Cameron Norrie,0.2824786324786325,0,3.25,0,1,0.5555555555555556,18.0
171744,Roland Garros,20160523,F,183.0,3-6 6-1 6-2 6-4,Novak Djokovic,Andy Murray,0.27976190476190477,0,3.5,0,1,0.5833333333333334,24.0
145313,Wimbledon,20070625,SF,101.0,3-6 6-1 4-1 RET,Rafael Nadal,Novak Djokovic,0.27651515151515155,0,3.6666666666666665,0,1,0.5833333333333334,12.0
175605,US Open,20170828,SF,150.0,4-6 6-0 6-3 6-2,Rafael Nadal,Juan Martin del Potro,0.27,0,3.75,0,1,0.5333333333333333,15.0
160970,US Open,20120827,SF,152.0,2-6 6-1 6-4 6-2,Novak Djokovic,David Ferrer,0.2604166666666667,0,3.75,0,1,0.4375,16.0
185089,Us Open,20210830,F,136.0,6-4 6-4 6-4,Daniil Medvedev,Novak Djokovic,0.18928571428571428,0,2.0,0,0,0.6428571428571429,14.0
125722,Roland Garros,20010528,SF,130.0,6-4 6-4 6-3,Gustavo Kuerten,Juan Carlos Ferrero,0.1876984126984127,0,2.3333333333333335,0,0,0.8055555555555556,36.0
166245,Wimbledon,20140623,SF,101.0,6-4 6-4 6-4,Roger Federer,Milos Raonic,0.1875,0,2.0,0,0,0.625,8.0
153951,Roland Garros,20100524,F,138.0,6-4 6-2 6-4,Rafael Nadal,Robin Soderling,0.17375000000000002,0,2.6666666666666665,0,0,0.8,20.0
178508,US Open,20180827,SF,143.0,6-3 6-4 6-2,Novak Djokovic,Kei Nishikori,0.16228070175438597,0,3.0,0,0,0.7894736842105263,19.0
166843,US Open,20140825,SF,105.0,6-3 6-4 6-4,Marin Cilic,Roger Federer,0.15714285714285714,0,2.3333333333333335,0,0,0.5,10.0
166844,US Open,20140825,F,114.0,6-3 6-3 6-3,Marin Cilic,Kei Nishikori,0.15333333333333332,0,3.0,0,0,0.7,20.0
177661,Roland Garros,20180528,F,162.0,6-4 6-3 6-2,Rafael Nadal,Dominic Thiem,0.15333333333333332,0,3.0,0,0,0.7,20.0
145440,US Open,20070827,SF,132.0,6-4 6-4 6-3,Novak Djokovic,David Ferrer,0.15,0,2.3333333333333335,0,0,0.42857142857142855,14.0
175607,US Open,20170828,F,147.0,6-3 6-3 6-4,Rafael Nadal,Kevin Anderson,0.14930555555555555,0,2.6666666666666665,0,0,0.5555555555555556,9.0
135659,US Open,20040830,SF,104.0,6-3 6-4 6-4,Roger Federer,Tim Henman,0.1435064935064935,0,2.3333333333333335,0,0,0.36363636363636365,11.0
180346,Roland Garros,20190527,SF,145.0,6-3 6-4 6-2,Rafael Nadal,Roger Federer,0.1433333333333333,0,3.0,0,0,0.6,20.0
135849,Australian Open,20040119,SF,89.0,6-4 6-1 6-4,Roger Federer,Juan Carlos Ferrero,0.1433333333333333,0,3.0,0,0,0.6,10.0
169759,US Open,20150831,SF,,6-4 6-3 6-1,Roger Federer,Stan Wawrinka,0.14166666666666666,0,3.3333333333333335,0,0,0.6666666666666666,15.0
128952,Roland Garros,20020527,SF,128.0,6-3 6-2 6-4,Juan Carlos Ferrero,Marat Safin,0.1412280701754386,0,3.0,0,0,0.5789473684210527,19.0
190653,Wimbledon,20230703,SF,110.0,6-3 6-3 6-3,Carlos Alcaraz,Daniil Medvedev,0.1388888888888889,0,3.0,0,0,0.5555555555555556,18.0
155728,Australian Open,20110117,F,159.0,6-4 6-2 6-3,Novak Djokovic,Andy Murray,0.13787878787878788,0,3.0,0,0,0.5454545454545454,22.0
172033,Wimbledon,20160627,SF,117.0,6-3 6-3 6-3,Andy Murray,Tomas Berdych,0.1371794871794872,0,3.0,0,0,0.5384615384615384,13.0
177659,Roland Garros,20180528,SF,134.0,6-4 6-1 6-2,Rafael Nadal,Juan Martin del Potro,0.1369318181818182,0,3.6666666666666665,0,0,0.6875,16.0
163044,Roland Garros,20130527,F,136.0,6-3 6-2 6-3,Rafael Nadal,David Ferrer,0.1357142857142857,0,3.3333333333333335,0,0,0.6071428571428571,28.0
151652,US Open,20090831,SF,140.0,6-2 6-2 6-2,Juan Martin del Potro,Rafael Nadal,0.13392857142857145,0,4.0,0,0,0.7142857142857143,21.0
126198,Australian Open,20010115,F,106.0,6-4 6-2 6-2,Andre Agassi,Arnaud Clement,0.13214285714285715,0,3.3333333333333335,0,0,0.5714285714285714,21.0
132173,Roland Garros,20030526,F,129.0,6-1 6-3 6-2,Juan Carlos Ferrero,Martin Verkerk,0.13173076923076923,0,4.0,0,0,0.6923076923076923,26.0
190357,Roland Garros,20230529,SF,129.0,6-3 6-4 6-0,Casper Ruud,Alexander Zverev,0.1313397129186603,0,3.6666666666666665,0,0,0.631578947368421,19.0
175056,Wimbledon,20170703,F,101.0,6-3 6-1 6-4,Roger Federer,Marin Cilic,0.12954545454545455,0,3.3333333333333335,0,0,0.5454545454545454,11.0
174758,Roland Garros,20170529,SF,127.0,6-3 6-4 6-0,Rafael Nadal,Dominic Thiem,0.1292929292929293,0,3.6666666666666665,0,0,0.6111111111111112,18.0
129111,Wimbledon,20020624,F,116.0,6-1 6-3 6-2,Lleyton Hewitt,David Nalbandian,0.12916666666666665,0,4.0,0,0,0.6666666666666666,30.0
176383,Australian Open,20180115,SF,62.0,6-1 5-2 RET,Roger Federer,Hyeon Chung,0.12916666666666665,0,4.0,0,0,0.6666666666666666,12.0
171742,Roland Garros,20160523,SF,108.0,6-2 6-1 6-4,Novak Djokovic,Dominic Thiem,0.1270053475935829,0,3.6666666666666665,0,0,0.5882352941176471,17.0
132646,Australian Open,20030113,SF,88.0,6-2 6-2 6-3,Andre Agassi,Wayne Ferreira,0.12532467532467534,0,3.6666666666666665,0,0,0.5714285714285714,14.0
154886,US Open,20100830,SF,133.0,6-2 6-3 6-4,Rafael Nadal,Mikhail Youzhny,0.12333333333333334,0,3.0,0,0,0.4,10.0
174759,Roland Garros,20170529,F,125.0,6-2 6-3 6-1,Rafael Nadal,Stan Wawrinka,0.11964285714285713,0,4.0,0,0,0.5714285714285714,14.0
179155,Australian Open,20190114,F,124.0,6-3 6-2 6-3,Novak Djokovic,Rafael Nadal,0.11944444444444444,0,3.3333333333333335,0,0,0.4444444444444444,9.0
148715,Australian Open,20080114,SF,116.0,6-2 6-3 6-2,Jo-Wilfried Tsonga,Rafael Nadal,0.1181818181818182,0,3.6666666666666665,0,0,0.5,10.0
152696,Australian Open,20100118,SF,88.0,6-2 6-3 6-2,Roger Federer,Jo-Wilfried Tsonga,0.1181818181818182,0,3.6666666666666665,0,0,0.5,10.0
185214,Australian Open,20210208,SF,113.0,6-3 6-4 6-2,Novak Djokovic,Aslan Karatsev,0.11666666666666667,0,3.0,0,0,0.3333333333333333,12.0
179167,Australian Open,20190114,SF,106.0,6-2 6-4 6-0,Rafael Nadal,Stefanos Tsitsipas,0.1125,0,4.0,0,0,0.5,12.0
148242,Roland Garros,20080525,F,108.0,6-1 6-3 6-0,Rafael Nadal,Roger Federer,0.11071428571428571,0,4.666666666666667,0,0,0.5714285714285714,21.0
187390,Roland Garros,20220523,F,138.0,6-3 6-3 6-0,Rafael Nadal,Casper Ruud,0.10986842105263159,0,4.0,0,0,0.47368421052631576,19.0
145629,Australian Open,20070115,SF,91.0,6-1 6-3 6-1,Fernando Gonzalez,Tommy Haas,0.09935897435897437,0,4.333333333333333,0,0,0.4166666666666667,12.0
160081,Roland Garros,20120527,SF,106.0,6-2 6-2 6-1,Rafael Nadal,David Ferrer,0.09935897435897437,0,4.333333333333333,0,0,0.4166666666666667,12.0
179181,Australian Open,20190114,SF,83.0,6-0 6-2 6-2,Novak Djokovic,Lucas Pouille,0.09523809523809523,0,4.666666666666667,0,0,0.4166666666666667,12.0
132647,Australian Open,20030113,F,76.0,6-2 6-2 6-1,Andre Agassi,Rainer Schuettler,0.09340659340659341,0,4.333333333333333,0,0,0.35714285714285715,14.0
169758,US Open,20150831,SF,,6-0 6-1 6-2,Novak Djokovic,Marin Cilic,0.09000000000000001,0,5.0,0,0,0.4,15.0
126007,US Open,20010827,SF,83.0,6-1 6-2 6-1,Lleyton Hewitt,Yevgeny Kafelnikov,0.08928571428571429,0,4.666666666666667,0,0,0.35714285714285715,14.0
142147,Wimbledon,20060626,SF,77.0,6-2 6-0 6-2,Roger Federer,Jonas Bjorkman,0.07579365079365079,0,4.666666666666667,0,0,0.2222222222222222,9.0
165977,Roland Garros,20140526,SF,100.0,6-3 6-2 6-1,Rafael Nadal,Andy Murray,0.0625,0,4.0,0,0,0.0,6.0
145628,Australian Open,20070115,SF,83.0,6-4 6-0 6-2,Roger Federer,Andy Roddick,0.0625,0,4.0,0,0,0.0,8.0
161742,Australian Open,20130114,SF,89.0,6-2 6-2 6-1,Novak Djokovic,David Ferrer,0.057692307692307696,0,4.333333333333333,0,0,0.0,7.0
187686,Wimbledon,20220627,SF,,W/O,Nick Kyrgios,Rafael Nadal,,0,,0,0,,0.0
